episode,reward
657,0.91
658,-1.02
659,0.92
660,0.9299999999999999
661,-1.01
662,0.9299999999999999
663,-1.02
664,-1.04
665,0.9299999999999999
666,-1.0
667,0.9299999999999999
668,-1.02
669,-1.04
670,0.9299999999999999
671,0.9299999999999999
672,-1.07
673,-1.01
674,-1.06
675,0.9299999999999999
676,-1.0
677,-1.0
678,-1.02
679,0.9299999999999999
680,-1.0
681,-1.01
682,-1.01
683,-1.01
684,0.9299999999999999
685,-1.01
686,-1.0
687,-1.03
688,-1.02
689,-1.01
690,-1.02
691,-1.04
692,-1.0
693,-1.0
694,-1.01
695,-1.02
696,-1.03
697,0.91
698,0.91
699,-1.06
700,-1.04
701,0.9299999999999999
702,-1.03
703,-1.02
704,-1.04
705,-1.03
706,0.9299999999999999
707,-1.0
708,0.9299999999999999
709,0.9299999999999999
710,-1.0
711,0.9299999999999999
712,-1.06
713,0.92
714,-1.05
715,-1.01
716,-1.06
717,0.9299999999999999
718,-1.02
719,-1.06
720,-1.0
721,0.89
722,-1.02
723,0.9299999999999999
724,0.92
725,-1.01
726,0.92
727,-1.08
728,0.92
729,0.9299999999999999
730,0.9299999999999999
731,-1.0
732,0.9299999999999999
733,-1.07
734,0.9
735,-1.04
736,-1.05
737,0.91
738,-1.1
739,-1.01
740,-1.0
741,-1.05
742,-1.07
743,0.9299999999999999
744,-1.06
745,-1.01
746,0.91
747,-1.01
748,0.9299999999999999
749,-1.06
750,-1.02
751,-1.08
752,-1.02
753,0.91
754,0.9299999999999999
755,-1.02
756,0.9299999999999999
757,-1.0
758,-1.02
759,0.89
760,0.9
761,-1.01
762,-1.07
763,-1.06
764,0.9299999999999999
765,-1.0
766,0.91
767,0.9299999999999999
768,-1.01
769,-1.03
770,0.9299999999999999
771,-1.01
772,-1.05
773,0.9299999999999999
774,-1.09
775,-1.02
776,-1.05
777,0.9299999999999999
778,-1.03
779,-1.01
780,-1.06
781,-1.01
782,0.9299999999999999
783,-1.05
784,0.9299999999999999
785,-1.08
786,-1.03
787,-1.03
788,-1.02
789,0.9299999999999999
790,0.91
791,-1.06
792,0.9299999999999999
793,0.9299999999999999
794,0.9299999999999999
795,-1.02
796,-1.07
797,-1.03
798,-1.0
799,-1.05
800,-1.05
801,-1.0
802,0.91
803,-1.05
804,-1.0
805,0.9
806,0.91
807,-1.0
808,0.9299999999999999
809,-1.02
810,-1.04
811,0.9299999999999999
812,0.9299999999999999
813,-1.01
814,-1.02
815,-1.02
816,-1.02
817,-1.09
818,-1.01
819,-1.01
820,0.9299999999999999
821,-1.05
822,-1.06
823,-1.02
824,0.91
825,-1.02
826,-1.0
827,-1.0
828,0.92
829,-1.04
830,-1.03
831,-1.02
832,-1.0
833,-1.01
834,-1.01
835,-1.02
836,-1.01
837,-1.02
838,0.9299999999999999
839,-1.04
840,-1.03
841,-1.04
842,-1.0
843,0.92
844,-1.08
845,-1.02
846,-1.06
847,-1.03
848,0.9299999999999999
849,-1.05
850,-1.04
851,0.9299999999999999
852,-1.05
853,-1.05
854,-1.02
855,-1.01
856,0.9299999999999999
857,-1.0
858,-1.03
859,0.91
860,-1.0
861,-1.0
862,-1.05
863,0.9299999999999999
864,-1.0
865,-1.01
866,0.9299999999999999
867,-1.02
868,-1.05
869,-1.06
870,-1.04
871,-1.0
872,-1.0
873,0.88
874,-1.0
875,-1.01
876,0.9299999999999999
877,0.9
878,-1.0
879,-1.05
880,-1.06
881,0.92
882,-1.05
883,0.91
884,-1.07
885,-1.03
886,-1.06
887,0.9299999999999999
888,-1.04
889,0.9299999999999999
890,-1.0
891,-1.0
892,-1.01
893,0.87
894,-1.0
895,-1.0
896,-1.07
897,0.9
898,-1.02
899,-1.0
900,0.9299999999999999
901,-1.03
902,0.92
903,-1.02
904,0.9299999999999999
905,-1.02
906,0.9299999999999999
907,0.9299999999999999
908,0.92
909,0.91
910,0.9299999999999999
911,-1.0
912,-1.08
913,-1.03
914,-1.06
915,-1.05
916,-1.01
917,-1.04
918,0.9299999999999999
919,0.9
920,-1.0
921,-1.06
922,-1.03
923,0.9299999999999999
924,-1.0
925,-1.01
926,-1.0
927,-1.01
928,-1.0
929,0.9299999999999999
930,-1.0
931,-1.04
932,0.9299999999999999
933,-1.05
934,-1.01
935,-1.02
936,-1.04
937,-1.0
938,-1.03
939,-1.0
940,-1.07
941,-1.03
942,0.9299999999999999
943,-1.0
944,-1.05
945,-1.03
946,-1.04
947,0.92
948,0.9299999999999999
949,-1.02
950,0.91
951,-1.02
952,0.9299999999999999
953,-1.02
954,0.9299999999999999
955,-1.04
956,-1.05
957,-1.0
958,0.89
959,0.91
960,0.91
961,-1.04
962,-1.01
963,-1.02
964,0.9299999999999999
965,-1.0
966,0.91
967,-1.02
968,-1.04
969,0.9299999999999999
970,-1.01
971,-1.06
972,0.92
973,0.9299999999999999
974,0.92
975,0.9299999999999999
976,-1.06
977,-1.0
978,0.91
979,-1.03
980,0.91
981,-1.04
982,0.9299999999999999
983,-1.01
984,-1.04
985,-1.02
986,-1.0
987,-1.04
988,-1.01
989,0.9299999999999999
990,-1.02
991,-1.08
992,0.9299999999999999
993,-1.01
994,-1.04
995,-1.0
996,0.92
997,-1.06
998,-1.03
999,0.89
1000,0.91
1001,0.9299999999999999
1002,-1.03
1003,-1.0
1004,0.9299999999999999
1005,-1.05
1006,-1.02
1007,-1.0
1008,-1.01
1009,0.9299999999999999
1010,0.91
1011,-1.05
1012,0.9299999999999999
1013,-1.02
1014,0.88
1015,0.9299999999999999
1016,0.9299999999999999
1017,0.9299999999999999
1018,-1.05
1019,-1.0
1020,-1.02
1021,-1.01
1022,0.9299999999999999
1023,-1.01
1024,0.9299999999999999
1025,0.9299999999999999
1026,-1.06
1027,0.91
1028,0.9299999999999999
1029,-1.01
1030,0.9299999999999999
1031,0.9299999999999999
1032,-1.08
1033,0.9299999999999999
1034,0.9299999999999999
1035,0.9299999999999999
1036,-1.07
1037,-1.0
1038,-1.04
1039,-1.05
1040,0.89
1041,-1.03
1042,0.9299999999999999
1043,-1.02
1044,0.89
1045,-1.01
1046,-1.02
1047,-1.03
1048,0.9
1049,-1.03
1050,-1.03
1051,-1.06
1052,-1.06
1053,-1.03
1054,0.9299999999999999
1055,-1.07
1056,0.92
1057,-1.02
1058,0.91
1059,0.9299999999999999
1060,-1.05
1061,-1.06
1062,-1.1
1063,-1.02
1064,-1.03
1065,0.9299999999999999
1066,-1.02
1067,-1.06
1068,-1.0
1069,0.91
1070,-1.07
1071,0.91
1072,-1.01
1073,-1.0
1074,0.92
1075,-1.04
1076,-1.0
1077,-1.06
1078,-1.01
1079,0.89
1080,-1.01
1081,-1.0
1082,-1.03
1083,-1.03
1084,-1.04
1085,0.91
1086,0.9299999999999999
1087,-1.07
1088,0.9299999999999999
1089,-1.01
1090,-1.01
1091,0.9299999999999999
1092,-1.06
1093,0.9299999999999999
1094,-1.03
1095,-1.1
1096,0.91
1097,0.9299999999999999
1098,-1.05
1099,0.9299999999999999
1100,-1.03
1101,0.9299999999999999
1102,-1.01
1103,-1.05
1104,-1.07
1105,-1.01
1106,-1.04
1107,-1.06
1108,-1.06
1109,0.9299999999999999
1110,-1.0
1111,-1.04
1112,-1.04
1113,-1.01
1114,-1.08
1115,-1.05
1116,-1.06
1117,-1.04
1118,-1.01
1119,0.9299999999999999
1120,-1.0
1121,-1.04
1122,0.9299999999999999
1123,0.91
1124,-1.06
1125,0.9299999999999999
1126,-1.01
1127,-1.01
1128,-1.06
1129,-1.04
1130,-1.04
1131,-1.04
1132,-1.06
1133,-1.05
1134,-1.06
1135,-1.01
1136,-1.0
1137,-1.04
1138,-1.01
1139,0.9299999999999999
1140,-1.0
1141,-1.04
1142,0.9299999999999999
1143,-1.01
1144,0.9299999999999999
1145,-1.03
1146,-1.06
1147,-1.04
1148,-1.06
1149,0.9299999999999999
1150,0.91
1151,-1.03
1152,0.89
1153,-1.07
1154,-1.03
1155,-1.0
1156,0.9299999999999999
1157,-1.05
1158,-1.04
1159,0.9299999999999999
1160,0.9299999999999999
1161,-1.1
1162,-1.1
1163,-1.02
1164,-1.06
1165,-1.05
1166,-1.06
1167,-1.07
1168,-1.02
1169,-1.0
1170,-1.0
1171,-1.05
1172,0.9299999999999999
1173,-1.07
1174,-1.02
1175,-1.05
1176,-1.05
1177,-1.01
1178,-1.02
1179,0.92
1180,-1.02
1181,-1.01
1182,0.9299999999999999
1183,-1.0
1184,-1.03
1185,0.9299999999999999
1186,-1.07
1187,0.91
1188,-1.01
1189,-1.0
1190,0.9299999999999999
1191,-1.02
1192,0.9299999999999999
1193,-1.06
1194,-1.06
1195,0.91
1196,-1.0
1197,-1.01
1198,-1.0
1199,-1.0
1200,0.89
1201,0.92
1202,-1.0
1203,-1.02
1204,0.9299999999999999
1205,-1.05
1206,0.89
1207,-1.07
1208,-1.06
1209,0.92
1210,-1.05
1211,-1.03
1212,-1.0
1213,0.9299999999999999
1214,-1.01
1215,-1.03
1216,-1.07
1217,-1.04
1218,-1.04
1219,-1.01
1220,0.9299999999999999
1221,-1.0
1222,-1.0
1223,-1.03
1224,-1.01
1225,-1.02
1226,-1.02
1227,0.9299999999999999
1228,-1.04
1229,-1.02
1230,-1.0
1231,-1.08
1232,0.92
1233,-1.07
1234,-1.06
1235,0.91
1236,-1.04
1237,-1.01
1238,-1.01
1239,-1.0
1240,-1.0
1241,-1.04
1242,-1.02
1243,-1.03
1244,0.91
1245,-1.02
1246,0.9299999999999999
1247,-1.05
1248,-1.03
1249,-1.08
1250,0.91
1251,-1.03
1252,0.9299999999999999
1253,-1.03
1254,0.9299999999999999
1255,-1.02
1256,-1.01
1257,-1.02
1258,-1.02
1259,-1.02
1260,0.9299999999999999
1261,-1.01
1262,0.91
1263,-1.03
1264,-1.03
1265,-1.02
1266,-1.02
1267,-1.03
1268,-1.0
1269,-1.08
1270,-1.0
1271,-1.05
1272,0.9299999999999999
1273,0.9299999999999999
1274,0.9299999999999999
1275,-1.02
1276,-1.03
1277,-1.03
1278,-1.04
1279,0.91
1280,-1.02
1281,0.91
1282,0.9299999999999999
1283,-1.02
1284,-1.0
1285,0.92
1286,-1.0
1287,-1.01
1288,-1.07
1289,-1.01
1290,-1.04
1291,-1.08
1292,-1.04
1293,0.9299999999999999
1294,-1.01
1295,-1.0
1296,0.9299999999999999
1297,-1.02
1298,0.9299999999999999
1299,-1.05
1300,-1.03
1301,-1.01
1302,-1.01
1303,-1.05
1304,-1.04
1305,-1.01
1306,-1.0
1307,-1.03
1308,-1.04
1309,-1.05
1310,-1.03
1311,0.9299999999999999
1312,-1.02
1313,-1.08
1314,-1.01
1315,-1.02
1316,-1.02
1317,0.9299999999999999
1318,-1.0
1319,-1.1
1320,-1.04
1321,0.91
1322,-1.05
1323,-1.05
1324,0.9299999999999999
1325,-1.07
1326,0.91
1327,-1.0
1328,-1.05
1329,-1.0
1330,0.92
1331,0.9299999999999999
1332,-1.02
1333,-1.01
1334,-1.05
1335,-1.01
1336,-1.0
1337,-1.02
1338,0.9299999999999999
1339,-1.04
1340,-1.0
1341,-1.03
1342,-1.0
1343,0.92
1344,-1.0
1345,-1.05
1346,-1.04
1347,-1.0
1348,0.91
1349,-1.02
1350,-1.06
1351,0.9299999999999999
1352,-1.04
1353,0.9299999999999999
1354,-1.03
1355,0.9299999999999999
1356,0.92
1357,0.92
1358,0.91
1359,-1.06
1360,-1.02
1361,-1.01
1362,0.9299999999999999
1363,0.9299999999999999
1364,-1.02
1365,-1.0
1366,-1.01
1367,0.9299999999999999
1368,0.9299999999999999
1369,-1.04
1370,-1.03
1371,-1.04
1372,-1.02
1373,-1.08
1374,-1.01
1375,-1.01
1376,0.9
1377,-1.04
1378,-1.08
1379,-1.06
1380,-1.06
1381,-1.07
1382,-1.02
1383,-1.0
1384,-1.01
1385,0.9299999999999999
1386,-1.03
1387,0.9
1388,-1.01
1389,-1.06
1390,-1.04
1391,-1.06
1392,-1.01
1393,-1.04
1394,-1.02
1395,-1.01
1396,-1.02
1397,-1.05
1398,-1.07
1399,0.92
1400,-1.05
1401,-1.03
1402,-1.01
1403,-1.01
1404,-1.02
1405,-1.06
1406,-1.05
1407,-1.01
1408,-1.02
1409,-1.05
1410,-1.04
1411,-1.01
1412,0.9299999999999999
1413,0.9299999999999999
1414,-1.02
1415,0.91
1416,0.91
1417,-1.07
1418,-1.08
1419,-1.03
1420,0.9299999999999999
1421,-1.0
1422,0.9299999999999999
1423,-1.06
1424,-1.04
1425,-1.01
1426,-1.02
1427,-1.03
1428,-1.07
1429,0.9
1430,0.9299999999999999
1431,0.9299999999999999
1432,-1.01
1433,-1.0
1434,0.88
1435,-1.01
1436,-1.01
1437,-1.02
1438,-1.0
1439,-1.03
1440,0.91
1441,-1.08
1442,-1.0
1443,0.9299999999999999
1444,-1.04
1445,-1.07
1446,0.9299999999999999
1447,0.91
1448,-1.07
1449,-1.0
1450,0.92
1451,-1.0
1452,-1.06
1453,-1.05
1454,0.9299999999999999
1455,-1.02
1456,0.89
1457,-1.04
1458,-1.04
1459,0.9299999999999999
1460,0.92
1461,-1.01
1462,-1.0
1463,-1.06
1464,-1.05
1465,-1.01
1466,0.9299999999999999
1467,0.92
1468,0.91
1469,0.9299999999999999
1470,-1.04
1471,-1.02
1472,-1.06
1473,-1.0
1474,-1.03
1475,-1.06
1476,-1.05
1477,-1.05
1478,-1.08
1479,-1.04
1480,-1.05
1481,-1.07
1482,-1.02
1483,0.9299999999999999
1484,-1.03
1485,0.9299999999999999
1486,-1.0
1487,-1.05
1488,0.9299999999999999
1489,-1.01
1490,0.92
1491,-1.05
1492,-1.05
1493,0.91
1494,0.87
1495,-1.01
1496,-1.03
1497,-1.01
1498,-1.01
1499,0.91
1500,-1.05
1501,-1.01
1502,0.9299999999999999
1503,-1.1099999999999999
1504,0.9
1505,-1.03
1506,-1.04
1507,-1.01
1508,0.9299999999999999
1509,-1.04
1510,-1.03
1511,0.9299999999999999
1512,-1.02
1513,-1.02
1514,0.9299999999999999
1515,0.92
1516,0.87
1517,0.9299999999999999
1518,-1.02
1519,-1.01
1520,0.92
1521,-1.0
1522,-1.01
1523,-1.02
1524,0.9
1525,0.91
1526,-1.0
1527,-1.02
1528,-1.06
1529,-1.03
1530,0.92
1531,-1.1099999999999999
1532,0.91
1533,0.92
1534,0.9299999999999999
1535,-1.06
1536,-1.01
1537,-1.0
1538,0.9299999999999999
1539,0.92
1540,0.9299999999999999
1541,0.92
1542,-1.04
1543,-1.01
1544,0.9299999999999999
1545,0.92
1546,-1.02
1547,-1.01
1548,-1.0
1549,0.92
1550,-1.04
1551,-1.07
1552,-1.01
1553,0.9299999999999999
1554,-1.01
1555,0.89
1556,0.9299999999999999
1557,-1.0
1558,0.9299999999999999
1559,-1.01
1560,-1.02
1561,0.9299999999999999
1562,-1.0
1563,-1.02
1564,0.91
1565,0.9299999999999999
1566,0.91
1567,-1.0
1568,0.9299999999999999
1569,-1.08
1570,-1.04
1571,-1.01
1572,-1.04
1573,-1.02
1574,0.9299999999999999
1575,-1.04
1576,-1.08
1577,-1.04
1578,-1.0
1579,-1.07
1580,-1.01
1581,-1.01
1582,0.9299999999999999
1583,-1.07
1584,-1.02
1585,0.9299999999999999
1586,-1.01
1587,-1.05
1588,-1.05
1589,0.91
1590,-1.04
1591,0.9299999999999999
1592,-1.02
1593,0.91
1594,-1.06
1595,-1.0
1596,-1.02
1597,-1.03
1598,-1.03
1599,-1.01
1600,-1.09
1601,-1.01
1602,-1.04
1603,-1.03
1604,0.91
1605,0.9299999999999999
1606,-1.04
1607,-1.06
1608,-1.02
1609,0.9299999999999999
1610,-1.05
1611,-1.01
1612,0.92
1613,0.9299999999999999
1614,-1.01
1615,0.9
1616,0.92
1617,0.9299999999999999
1618,-1.0
1619,-1.06
1620,-1.06
1621,-1.0
1622,0.9299999999999999
1623,-1.03
1624,-1.07
1625,0.91
1626,0.9299999999999999
1627,-1.03
1628,-1.01
1629,-1.02
1630,-1.0
1631,-1.02
1632,-1.0
1633,-1.03
1634,0.9299999999999999
1635,-1.03
1636,-1.02
1637,-1.05
1638,-1.06
1639,-1.03
1640,0.9299999999999999
1641,0.91
1642,-1.02
1643,-1.02
1644,0.92
1645,-1.01
1646,0.92
1647,-1.03
1648,0.89
1649,0.9299999999999999
1650,-1.0
1651,0.9
1652,0.92
1653,0.92
1654,0.9299999999999999
1655,-1.04
1656,-1.05
1657,-1.06
1658,0.91
1659,0.9299999999999999
1660,-1.0
1661,-1.07
1662,0.9299999999999999
1663,-1.01
1664,-1.02
1665,-1.03
1666,-1.0
1667,-1.05
1668,-1.0
1669,0.9299999999999999
1670,-1.0
1671,-1.0
1672,-1.06
1673,0.89
1674,0.9299999999999999
1675,-1.1
1676,-1.04
1677,-1.0
1678,-1.05
1679,-1.04
1680,-1.01
1681,-1.02
1682,-1.02
1683,0.9299999999999999
1684,0.92
1685,-1.0
1686,-1.09
1687,0.9299999999999999
1688,-1.0
1689,-1.05
1690,-1.04
1691,-1.07
1692,-1.03
1693,-1.02
1694,-1.0
1695,-1.07
1696,0.91
1697,-1.07
1698,-1.01
1699,0.9299999999999999
1700,-1.02
1701,0.91
1702,-1.02
1703,-1.03
1704,0.9299999999999999
1705,-1.06
1706,-1.07
1707,-1.05
1708,-1.1
