episode,reward
1709,0.9299999999999999
1710,-1.02
1711,-1.0
1712,-1.0
1713,0.92
1714,-1.0
1715,-1.06
1716,0.9299999999999999
1717,0.9299999999999999
1718,-1.0
1719,-1.04
1720,0.91
1721,-1.03
1722,-1.02
1723,-1.0
1724,0.9299999999999999
1725,0.91
1726,-1.0
1727,-1.01
1728,-1.0
1729,-1.05
1730,0.9299999999999999
1731,-1.0
1732,-1.02
1733,-1.06
1734,-1.02
1735,0.92
1736,0.9299999999999999
1737,-1.0
1738,-1.03
1739,0.9299999999999999
1740,0.9299999999999999
1741,-1.02
1742,-1.04
1743,0.9299999999999999
1744,-1.0
1745,0.9299999999999999
1746,0.9299999999999999
1747,-1.03
1748,-1.04
1749,-1.03
1750,0.9299999999999999
1751,-1.03
1752,-1.0
1753,-1.05
1754,-1.03
1755,0.9299999999999999
1756,-1.0
1757,-1.04
1758,-1.01
1759,-1.04
1760,-1.06
1761,0.9299999999999999
1762,-1.02
1763,-1.06
1764,-1.02
1765,-1.06
1766,0.91
1767,-1.08
1768,-1.06
1769,0.89
1770,-1.02
1771,0.91
1772,-1.0
1773,-1.0
1774,-1.0
1775,-1.02
1776,0.87
1777,-1.03
1778,0.9299999999999999
1779,-1.06
1780,-1.05
1781,-1.02
1782,0.91
1783,0.92
1784,-1.04
1785,0.88
1786,-1.05
1787,-1.05
1788,-1.05
1789,-1.01
1790,0.92
1791,-1.04
1792,-1.02
1793,0.9299999999999999
1794,-1.02
1795,-1.02
1796,0.92
1797,0.9299999999999999
1798,-1.02
1799,-1.03
1800,-1.04
1801,-1.04
1802,0.9
1803,0.9299999999999999
1804,-1.04
1805,-1.01
1806,-1.01
1807,0.9299999999999999
1808,0.9299999999999999
1809,-1.01
1810,-1.05
1811,0.91
1812,0.9299999999999999
1813,-1.0
1814,-1.04
1815,-1.01
1816,0.9299999999999999
1817,-1.03
1818,-1.03
1819,0.91
1820,0.91
1821,0.92
1822,-1.04
1823,0.9299999999999999
1824,-1.0
1825,-1.05
1826,-1.01
1827,-1.03
1828,-1.04
1829,0.9
1830,0.9299999999999999
1831,-1.05
1832,-1.08
1833,0.9299999999999999
1834,0.87
1835,-1.08
1836,-1.0
1837,0.9299999999999999
1838,-1.05
1839,-1.02
1840,-1.05
1841,0.9299999999999999
1842,-1.05
1843,-1.06
1844,-1.04
1845,-1.0
1846,-1.03
1847,-1.07
1848,-1.08
1849,0.9299999999999999
1850,-1.05
1851,-1.08
1852,-1.03
1853,-1.01
1854,0.9299999999999999
1855,-1.08
1856,-1.03
1857,-1.02
1858,0.89
1859,-1.04
1860,-1.01
1861,-1.06
1862,0.91
1863,0.9299999999999999
1864,0.92
1865,0.92
1866,-1.0
1867,-1.02
1868,-1.04
1869,-1.02
1870,0.92
1871,-1.01
1872,-1.03
1873,0.92
1874,-1.01
1875,-1.02
1876,-1.03
1877,0.91
1878,0.89
1879,0.91
1880,0.9299999999999999
1881,0.9299999999999999
1882,-1.03
1883,-1.01
1884,-1.06
1885,-1.01
1886,-1.06
1887,-1.01
1888,-1.04
1889,-1.02
1890,-1.0
1891,0.91
1892,0.92
1893,-1.0
1894,0.9299999999999999
1895,-1.03
1896,-1.02
1897,0.9299999999999999
1898,0.9299999999999999
1899,-1.02
1900,-1.04
1901,0.9299999999999999
1902,0.92
1903,-1.0
1904,-1.02
1905,-1.0
1906,-1.03
1907,0.9299999999999999
1908,0.9299999999999999
1909,-1.0
1910,-1.02
1911,-1.05
1912,-1.03
1913,-1.04
1914,-1.02
1915,0.9
1916,-1.03
1917,-1.02
1918,0.9299999999999999
1919,0.91
1920,-1.0
1921,-1.04
1922,0.9299999999999999
1923,0.9299999999999999
1924,0.9299999999999999
1925,-1.02
1926,-1.04
1927,0.9299999999999999
1928,-1.0
1929,0.91
1930,-1.02
1931,0.89
1932,-1.02
1933,-1.0
1934,0.9299999999999999
1935,-1.08
1936,0.9299999999999999
1937,-1.0
1938,-1.08
1939,-1.0
1940,-1.04
1941,-1.06
1942,-1.01
1943,0.9299999999999999
1944,-1.02
1945,0.91
1946,-1.06
1947,0.9299999999999999
1948,-1.03
1949,0.9
1950,-1.0
1951,-1.04
1952,-1.0
1953,0.9
1954,-1.09
1955,0.9299999999999999
1956,-1.1
1957,-1.1
1958,-1.02
1959,-1.06
1960,-1.02
1961,-1.03
1962,-1.0
1963,-1.02
1964,-1.05
1965,-1.0
1966,-1.04
1967,-1.03
1968,-1.01
1969,-1.0
1970,-1.04
1971,0.9299999999999999
1972,-1.02
1973,-1.0
1974,0.89
1975,0.9299999999999999
1976,-1.01
1977,-1.06
1978,-1.07
1979,0.92
1980,-1.06
1981,-1.03
1982,-1.0
1983,0.92
1984,-1.06
1985,-1.0
1986,-1.02
1987,-1.03
1988,0.9299999999999999
1989,0.91
1990,-1.0
1991,0.9299999999999999
1992,-1.02
1993,0.92
1994,0.9299999999999999
1995,-1.03
1996,0.9299999999999999
1997,0.9299999999999999
1998,-1.01
1999,-1.03
2000,0.9299999999999999
2001,-1.0
2002,-1.03
2003,-1.01
2004,-1.02
2005,-1.02
2006,-1.01
2007,-1.06
2008,0.9299999999999999
2009,-1.01
2010,0.91
2011,-1.01
2012,-1.04
2013,0.9299999999999999
2014,-1.03
2015,-1.01
2016,-1.02
2017,-1.03
2018,-1.05
2019,-1.03
2020,0.9
2021,-1.01
2022,-1.0
2023,0.9299999999999999
2024,-1.05
2025,-1.02
2026,-1.07
2027,-1.01
2028,-1.06
2029,0.91
2030,-1.01
2031,0.9
2032,-1.03
2033,-1.05
2034,-1.03
2035,-1.01
2036,0.91
2037,0.91
2038,-1.03
2039,0.9299999999999999
2040,-1.07
2041,-1.04
2042,0.91
2043,0.9299999999999999
2044,0.92
2045,-1.02
2046,-1.04
2047,0.9299999999999999
2048,-1.08
2049,-1.06
2050,-1.01
2051,-1.01
2052,0.89
2053,0.9299999999999999
2054,0.89
2055,0.89
2056,0.92
2057,-1.08
2058,-1.02
2059,0.92
2060,-1.03
2061,-1.05
2062,-1.04
2063,0.91
2064,-1.06
2065,-1.05
2066,0.89
2067,-1.04
2068,-1.0
2069,-1.02
2070,-1.01
2071,-1.07
2072,-1.03
2073,-1.02
2074,-1.04
2075,0.91
2076,-1.01
2077,-1.01
2078,-1.04
2079,-1.0
2080,-1.05
2081,-1.02
2082,0.9299999999999999
2083,-1.02
2084,0.92
2085,-1.01
2086,-1.0
2087,0.9299999999999999
2088,0.9299999999999999
2089,0.92
2090,-1.03
2091,0.9299999999999999
2092,0.9299999999999999
2093,-1.0
2094,-1.0
2095,-1.0
2096,0.9299999999999999
2097,-1.07
2098,0.91
2099,-1.01
2100,-1.03
2101,-1.04
2102,-1.03
2103,-1.0
2104,0.9299999999999999
2105,0.9299999999999999
2106,-1.05
2107,-1.07
2108,0.9299999999999999
2109,0.92
2110,-1.06
2111,-1.07
2112,0.91
2113,0.92
2114,-1.01
2115,0.9299999999999999
2116,-1.04
2117,-1.06
2118,-1.05
2119,-1.02
2120,-1.05
2121,-1.0
2122,-1.0
2123,0.9299999999999999
2124,-1.02
2125,0.91
2126,0.9299999999999999
2127,-1.03
2128,0.9299999999999999
2129,-1.1
2130,-1.04
2131,-1.05
2132,-1.01
2133,-1.01
2134,0.9299999999999999
2135,-1.04
2136,-1.07
2137,-1.0
2138,0.9299999999999999
2139,-1.04
2140,-1.04
2141,0.9299999999999999
2142,-1.06
2143,-1.0
2144,0.9
2145,-1.0
2146,-1.01
2147,-1.01
2148,-1.02
2149,-1.06
2150,0.9299999999999999
2151,-1.04
2152,-1.0
2153,-1.03
2154,-1.04
2155,0.9
2156,0.9299999999999999
2157,0.92
2158,-1.06
2159,-1.09
2160,0.92
2161,-1.01
2162,-1.05
2163,-1.0
2164,-1.02
2165,-1.04
2166,-1.03
2167,-1.0
2168,-1.02
2169,0.9299999999999999
2170,-1.05
2171,-1.04
2172,-1.06
2173,-1.0
2174,0.92
2175,-1.05
2176,-1.03
2177,-1.1099999999999999
2178,-1.06
2179,-1.0
2180,-1.01
2181,0.92
2182,-1.1
2183,-1.05
2184,-1.02
2185,-1.02
2186,-1.0
2187,0.91
2188,-1.07
2189,-1.02
2190,-1.06
2191,0.9299999999999999
2192,-1.05
2193,0.9299999999999999
2194,0.91
2195,-1.06
2196,0.92
2197,0.9299999999999999
2198,-1.03
2199,-1.03
2200,-1.1099999999999999
2201,0.9299999999999999
2202,0.9299999999999999
2203,0.9
2204,-1.05
2205,0.9299999999999999
2206,-1.05
2207,0.9299999999999999
2208,-1.02
2209,0.91
2210,-1.0
2211,0.9299999999999999
2212,0.91
2213,0.9299999999999999
2214,-1.05
2215,-1.06
2216,-1.05
2217,-1.0
2218,-1.02
2219,-1.07
2220,-1.03
2221,-1.03
2222,0.91
2223,-1.02
2224,0.9299999999999999
2225,-1.04
2226,-1.01
2227,0.9299999999999999
2228,0.91
2229,-1.0
2230,-1.0
2231,-1.04
2232,-1.04
2233,0.9299999999999999
2234,0.9299999999999999
2235,-1.03
2236,-1.06
2237,-1.04
2238,0.9299999999999999
2239,-1.07
2240,0.9299999999999999
2241,0.9299999999999999
2242,0.89
2243,0.9299999999999999
2244,-1.04
2245,0.9299999999999999
2246,-1.07
2247,-1.02
2248,-1.05
2249,-1.04
2250,0.91
2251,-1.0
2252,-1.06
2253,0.91
2254,-1.0
2255,0.9
2256,0.9299999999999999
2257,0.91
2258,-1.05
2259,-1.02
2260,-1.05
2261,0.91
2262,-1.03
2263,-1.0
2264,-1.0
2265,-1.03
2266,-1.01
2267,-1.0
2268,-1.03
2269,-1.07
2270,-1.01
2271,0.9299999999999999
2272,-1.03
2273,-1.02
2274,-1.06
2275,-1.03
2276,-1.02
2277,-1.01
2278,-1.02
2279,0.91
2280,0.9299999999999999
2281,0.9299999999999999
2282,-1.03
2283,-1.01
2284,0.9299999999999999
2285,-1.04
2286,0.9299999999999999
2287,0.9299999999999999
2288,0.9299999999999999
2289,0.9299999999999999
2290,0.91
2291,-1.0
2292,0.9299999999999999
2293,-1.01
2294,-1.05
2295,-1.01
2296,0.9299999999999999
2297,0.92
2298,0.9299999999999999
2299,0.91
2300,0.9299999999999999
2301,-1.01
2302,-1.04
2303,-1.03
2304,0.91
2305,-1.01
2306,0.89
2307,-1.05
2308,0.91
2309,-1.04
2310,0.9299999999999999
2311,-1.02
2312,-1.04
2313,-1.0
2314,-1.0
2315,-1.08
2316,-1.03
2317,0.92
2318,-1.05
2319,-1.02
2320,-1.03
2321,0.9299999999999999
2322,-1.01
2323,-1.0
2324,-1.05
2325,0.91
2326,0.9299999999999999
2327,0.9299999999999999
2328,-1.1
2329,0.9299999999999999
2330,0.87
2331,0.91
2332,-1.07
2333,-1.06
2334,0.9299999999999999
2335,0.91
2336,-1.05
2337,0.9299999999999999
2338,0.91
2339,-1.03
2340,-1.06
2341,0.9299999999999999
2342,0.9
2343,-1.01
2344,0.9299999999999999
2345,0.9299999999999999
2346,-1.0
2347,0.92
2348,-1.01
2349,-1.02
2350,0.91
2351,-1.01
2352,-1.04
2353,0.92
2354,-1.0
2355,-1.08
2356,-1.05
2357,-1.06
2358,-1.0
2359,-1.04
2360,-1.02
2361,0.9299999999999999
2362,-1.01
2363,-1.02
2364,-1.0
2365,-1.06
2366,0.9299999999999999
2367,-1.05
2368,-1.04
2369,0.9299999999999999
2370,-1.01
2371,-1.06
2372,-1.04
2373,0.9299999999999999
2374,-1.0
2375,0.9299999999999999
2376,0.9299999999999999
2377,0.92
2378,0.9299999999999999
2379,-1.06
2380,-1.0
2381,0.9299999999999999
2382,0.91
2383,-1.02
2384,-1.02
2385,-1.0
2386,-1.0
2387,-1.03
2388,-1.05
2389,-1.01
2390,-1.04
2391,-1.06
2392,-1.01
2393,-1.04
2394,-1.06
2395,-1.06
2396,-1.02
2397,-1.02
2398,0.9299999999999999
2399,-1.06
2400,0.9299999999999999
2401,0.9299999999999999
2402,0.92
2403,-1.06
2404,-1.02
2405,-1.05
2406,0.9299999999999999
2407,0.91
2408,-1.01
2409,-1.01
2410,-1.02
2411,0.9299999999999999
2412,-1.04
2413,0.9299999999999999
2414,0.89
2415,-1.03
2416,-1.01
2417,0.92
2418,-1.04
2419,-1.06
2420,0.9
2421,-1.01
2422,-1.0
2423,-1.01
2424,-1.04
2425,0.9299999999999999
2426,-1.01
2427,-1.03
2428,0.92
2429,0.9299999999999999
2430,0.91
2431,-1.05
2432,0.92
2433,0.9299999999999999
2434,0.9299999999999999
2435,-1.01
2436,-1.01
2437,0.91
2438,-1.06
2439,-1.04
2440,-1.0
2441,-1.01
2442,-1.07
2443,0.9
2444,-1.02
2445,-1.02
2446,0.91
2447,-1.02
2448,0.9299999999999999
2449,0.9299999999999999
2450,0.9299999999999999
2451,-1.01
2452,-1.05
2453,-1.0
2454,-1.03
2455,0.9299999999999999
2456,-1.0
2457,-1.05
2458,-1.01
2459,0.91
2460,-1.01
2461,-1.0
2462,-1.0
2463,0.9299999999999999
2464,0.91
2465,-1.0
2466,-1.0
2467,-1.03
2468,-1.02
2469,-1.03
2470,-1.01
2471,-1.03
2472,-1.02
2473,-1.0
2474,0.9299999999999999
2475,-1.07
2476,-1.03
2477,-1.02
2478,-1.02
2479,0.9299999999999999
2480,-1.06
2481,0.9299999999999999
2482,0.9299999999999999
2483,-1.02
2484,0.9299999999999999
2485,0.92
2486,-1.04
2487,-1.02
2488,0.92
2489,-1.0
2490,-1.04
2491,0.9299999999999999
2492,-1.04
2493,-1.0
2494,0.9299999999999999
2495,-1.01
2496,-1.02
2497,-1.0
2498,-1.03
2499,-1.04
2500,0.9299999999999999
2501,-1.02
2502,-1.05
2503,-1.02
2504,-1.02
2505,-1.05
2506,-1.02
2507,0.92
2508,0.9299999999999999
2509,-1.03
2510,0.92
2511,-1.01
2512,0.92
2513,0.89
2514,-1.03
2515,0.92
2516,-1.06
2517,0.9299999999999999
2518,-1.0
2519,-1.0
2520,-1.04
2521,-1.03
2522,-1.05
2523,-1.02
2524,-1.0
2525,-1.0
2526,-1.01
2527,-1.02
2528,-1.05
2529,0.9299999999999999
2530,-1.01
2531,-1.0
2532,-1.05
2533,-1.03
2534,0.9299999999999999
2535,-1.0
2536,-1.04
2537,-1.03
2538,-1.0
2539,-1.04
2540,-1.01
2541,-1.02
2542,-1.02
2543,0.9299999999999999
2544,-1.03
2545,-1.06
2546,-1.0
2547,-1.05
2548,-1.04
2549,0.9299999999999999
2550,-1.0
2551,-1.0
2552,0.9299999999999999
2553,-1.0
2554,-1.02
2555,-1.0
2556,0.9299999999999999
2557,-1.04
2558,-1.02
2559,-1.02
2560,-1.02
2561,-1.08
2562,-1.0
2563,-1.01
2564,-1.01
2565,-1.06
2566,-1.01
2567,-1.0
2568,0.9299999999999999
2569,-1.05
2570,-1.06
2571,0.92
2572,0.9299999999999999
2573,-1.04
2574,-1.07
2575,-1.04
2576,0.91
2577,-1.0
2578,0.88
2579,-1.02
2580,-1.01
2581,-1.0
2582,-1.02
2583,-1.01
2584,-1.03
2585,0.91
2586,0.9
2587,0.9299999999999999
2588,-1.06
2589,-1.04
2590,-1.0
2591,-1.02
2592,0.92
2593,0.91
2594,-1.04
2595,0.9299999999999999
2596,0.9299999999999999
2597,-1.01
2598,-1.06
2599,-1.0
2600,-1.01
2601,-1.07
2602,-1.03
2603,-1.06
2604,-1.0
2605,-1.05
2606,-1.02
2607,-1.01
2608,-1.07
2609,0.9299999999999999
2610,-1.03
2611,-1.0
2612,0.92
2613,0.91
2614,0.9299999999999999
2615,-1.01
2616,-1.06
2617,-1.03
2618,0.91
2619,0.9299999999999999
2620,-1.02
2621,-1.0
2622,0.92
2623,0.9299999999999999
2624,0.9299999999999999
2625,-1.05
2626,-1.01
2627,0.9299999999999999
2628,0.9299999999999999
2629,-1.0
2630,0.92
2631,0.92
2632,-1.06
2633,-1.03
2634,0.9299999999999999
2635,-1.0
2636,-1.02
2637,0.91
2638,-1.01
2639,-1.0
2640,0.91
2641,-1.03
2642,-1.01
2643,-1.01
2644,-1.01
2645,0.9299999999999999
2646,-1.05
2647,0.9299999999999999
2648,-1.01
2649,0.86
2650,0.9299999999999999
2651,-1.07
2652,-1.01
2653,0.9299999999999999
2654,0.9
2655,0.9299999999999999
2656,-1.01
2657,0.9
2658,0.9299999999999999
2659,-1.02
2660,-1.01
2661,0.9
2662,-1.02
2663,-1.03
2664,-1.07
2665,-1.04
2666,-1.05
2667,0.9299999999999999
2668,-1.04
2669,-1.04
2670,0.92
2671,0.91
2672,0.9299999999999999
2673,-1.08
2674,-1.07
2675,-1.03
2676,-1.01
2677,-1.01
2678,-1.1
2679,-1.05
2680,0.9299999999999999
2681,0.9299999999999999
2682,-1.05
2683,-1.01
2684,-1.04
2685,0.9299999999999999
2686,-1.03
2687,0.9
2688,-1.0
2689,0.9299999999999999
2690,-1.0
2691,-1.02
2692,-1.05
2693,-1.08
2694,-1.05
2695,-1.02
2696,-1.01
2697,-1.01
2698,-1.02
2699,-1.01
2700,-1.05
2701,-1.05
2702,-1.04
2703,-1.05
2704,-1.1099999999999999
2705,-1.0
2706,-1.03
2707,-1.05
2708,-1.0
2709,-1.04
2710,-1.03
2711,-1.06
2712,-1.02
2713,-1.06
2714,-1.06
2715,-1.03
2716,-1.07
2717,-1.01
2718,-1.07
2719,-1.1099999999999999
2720,-1.06
2721,0.9299999999999999
2722,-1.02
2723,-1.02
2724,-1.03
2725,-1.01
2726,-1.01
2727,-1.05
2728,-1.04
2729,-1.0
2730,-1.04
2731,-1.05
2732,0.91
2733,-1.08
2734,-1.03
2735,-1.04
2736,-1.05
2737,-1.01
2738,0.9299999999999999
2739,0.9299999999999999
2740,-1.0
2741,-1.0
2742,-1.07
2743,-1.1099999999999999
2744,-1.04
2745,-1.0
2746,-1.03
2747,-1.04
2748,-1.05
2749,-1.01
2750,-1.0
2751,0.9299999999999999
2752,-1.03
2753,-1.06
2754,-1.01
2755,0.9299999999999999
2756,0.9299999999999999
2757,-1.01
2758,-1.0
2759,-1.0
2760,-1.03
2761,-1.04
2762,-1.03
2763,-1.02
2764,-1.04
2765,-1.06
2766,-1.01
2767,-1.01
2768,-1.01
2769,-1.01
2770,-1.03
2771,-1.0
2772,-1.08
2773,-1.06
2774,0.9299999999999999
2775,0.9299999999999999
2776,-1.07
2777,-1.06
2778,-1.05
2779,-1.0
2780,-1.0
2781,-1.0
2782,-1.06
2783,-1.04
2784,0.91
2785,-1.02
2786,-1.03
2787,-1.06
2788,0.92
2789,0.9299999999999999
2790,0.92
2791,-1.01
2792,-1.05
2793,0.89
2794,-1.08
2795,-1.02
2796,-1.0
2797,0.91
2798,-1.03
2799,0.9299999999999999
2800,0.9299999999999999
2801,0.9299999999999999
2802,0.91
2803,-1.05
2804,-1.04
2805,-1.02
2806,-1.04
2807,-1.03
2808,-1.04
2809,-1.0
2810,-1.04
2811,0.9299999999999999
2812,0.91
2813,0.88
2814,0.91
2815,-1.01
2816,-1.02
2817,0.92
2818,0.92
2819,0.9299999999999999
2820,0.9299999999999999
2821,0.92
2822,-1.06
2823,-1.06
2824,0.89
2825,0.92
2826,0.91
2827,0.9299999999999999
2828,0.9299999999999999
2829,0.9299999999999999
2830,-1.05
2831,-1.03
2832,-1.03
2833,-1.0
2834,0.91
2835,-1.03
2836,-1.01
2837,-1.0
2838,-1.01
2839,-1.02
2840,0.9299999999999999
2841,-1.0
2842,-1.0
2843,-1.03
2844,-1.01
2845,-1.07
2846,-1.06
2847,0.9
2848,-1.07
2849,0.9299999999999999
2850,0.92
2851,0.92
2852,-1.04
2853,-1.01
2854,0.9299999999999999
2855,0.91
2856,0.9299999999999999
2857,0.9299999999999999
2858,-1.02
2859,-1.06
2860,-1.04
2861,-1.0
2862,-1.03
2863,-1.02
2864,-1.0
2865,-1.02
2866,-1.05
2867,-1.0
2868,-1.06
2869,-1.02
2870,-1.0
2871,0.9299999999999999
2872,0.9299999999999999
2873,-1.03
2874,-1.04
2875,-1.02
2876,-1.03
2877,-1.0
2878,-1.03
2879,-1.0
2880,0.9299999999999999
2881,-1.04
2882,-1.08
2883,0.9299999999999999
2884,-1.1
2885,-1.0
2886,-1.0
2887,0.9299999999999999
2888,0.92
2889,-1.05
2890,-1.06
2891,-1.04
2892,0.91
2893,-1.0
2894,-1.03
2895,-1.03
2896,-1.04
2897,-1.02
2898,-1.0
2899,-1.02
2900,-1.0
2901,0.92
2902,0.9299999999999999
2903,-1.02
2904,-1.02
2905,-1.01
2906,0.92
2907,0.91
2908,-1.04
2909,-1.04
2910,0.9299999999999999
2911,-1.01
2912,-1.04
2913,0.9299999999999999
2914,0.9299999999999999
2915,0.9299999999999999
2916,-1.0
2917,0.92
2918,0.9299999999999999
2919,-1.02
2920,-1.03
2921,0.9299999999999999
2922,-1.02
2923,0.9299999999999999
2924,-1.05
2925,-1.05
2926,0.9299999999999999
2927,-1.04
2928,-1.01
2929,-1.06
2930,-1.02
2931,-1.0
2932,0.92
2933,-1.05
2934,-1.02
2935,-1.01
2936,0.89
2937,-1.05
2938,0.88
2939,-1.02
2940,-1.01
2941,0.9299999999999999
2942,-1.06
2943,0.9299999999999999
2944,-1.02
2945,-1.06
2946,-1.07
2947,0.9299999999999999
2948,0.9299999999999999
2949,-1.1
2950,-1.03
2951,-1.05
2952,0.89
2953,-1.08
2954,-1.0
2955,-1.03
2956,-1.01
2957,-1.04
2958,-1.08
2959,0.92
2960,0.92
2961,-1.05
2962,-1.02
2963,0.9299999999999999
2964,0.9299999999999999
2965,0.9299999999999999
2966,0.9299999999999999
2967,0.89
2968,-1.01
2969,-1.01
2970,-1.02
2971,-1.01
2972,-1.02
2973,-1.06
2974,-1.06
2975,0.9299999999999999
2976,-1.02
2977,0.9299999999999999
2978,0.9
2979,-1.06
2980,-1.02
2981,-1.02
2982,-1.03
2983,-1.02
2984,-1.01
2985,-1.02
2986,0.91
2987,-1.06
2988,0.9299999999999999
2989,-1.05
2990,0.9299999999999999
2991,-1.0
2992,-1.03
2993,-1.01
2994,-1.0
2995,0.9299999999999999
2996,-1.03
2997,-1.04
2998,-1.02
2999,-1.07
3000,-1.08
3001,-1.01
3002,-1.01
3003,-1.05
3004,0.9299999999999999
3005,0.92
3006,-1.01
3007,0.9299999999999999
3008,-1.06
3009,0.9299999999999999
3010,0.9299999999999999
3011,-1.01
3012,-1.04
3013,-1.05
3014,-1.0
3015,-1.01
3016,0.9299999999999999
3017,-1.03
3018,-1.06
3019,-1.02
3020,-1.0
3021,-1.02
3022,0.9299999999999999
3023,-1.04
3024,-1.04
3025,0.9
3026,-1.04
3027,-1.01
3028,-1.04
3029,-1.05
3030,0.9299999999999999
3031,0.9299999999999999
3032,-1.08
3033,0.89
3034,0.9299999999999999
3035,-1.02
3036,-1.04
3037,-1.0
3038,0.87
3039,0.89
3040,-1.03
3041,-1.05
3042,0.9299999999999999
3043,0.91
3044,0.91
3045,-1.03
3046,-1.06
3047,-1.01
3048,-1.1
3049,0.9299999999999999
3050,-1.01
3051,-1.06
3052,-1.09
3053,-1.0
3054,-1.03
3055,-1.0
3056,-1.07
3057,-1.01
3058,-1.01
3059,-1.03
3060,0.9299999999999999
3061,0.91
3062,-1.0
3063,-1.01
3064,0.92
3065,0.91
3066,0.92
3067,-1.05
3068,-1.02
3069,-1.03
3070,-1.06
3071,-1.01
3072,-1.04
3073,-1.03
3074,-1.04
3075,0.9299999999999999
3076,-1.03
3077,-1.03
3078,0.9299999999999999
3079,-1.0
3080,0.91
3081,-1.01
3082,-1.1099999999999999
3083,-1.06
3084,-1.05
3085,0.9299999999999999
3086,0.91
3087,0.9299999999999999
3088,-1.0
3089,0.88
3090,-1.02
3091,-1.0
3092,-1.02
3093,-1.02
3094,-1.02
3095,-1.0
3096,-1.06
3097,0.9299999999999999
3098,-1.02
3099,0.9299999999999999
3100,-1.03
3101,-1.04
3102,-1.04
3103,-1.01
3104,-1.0
3105,0.9299999999999999
3106,-1.02
3107,-1.05
3108,-1.06
3109,-1.01
3110,-1.01
3111,0.9299999999999999
3112,-1.03
3113,-1.05
3114,-1.02
3115,-1.04
3116,0.92
3117,-1.01
3118,-1.0
3119,0.9299999999999999
3120,-1.05
3121,-1.02
3122,-1.06
3123,0.92
3124,-1.02
3125,-1.06
3126,-1.03
3127,0.9299999999999999
3128,-1.01
3129,-1.03
3130,-1.0
3131,-1.05
3132,-1.0
3133,0.9299999999999999
3134,-1.04
3135,-1.04
3136,0.87
3137,-1.01
3138,-1.03
3139,-1.0
3140,-1.03
3141,-1.08
3142,0.9299999999999999
3143,-1.0
3144,-1.02
3145,-1.02
3146,-1.06
3147,0.91
3148,0.9
3149,-1.02
3150,-1.04
3151,-1.05
3152,0.9299999999999999
3153,-1.02
3154,0.9299999999999999
3155,-1.02
3156,-1.02
3157,-1.02
3158,-1.0
3159,-1.0
3160,-1.05
3161,0.9299999999999999
3162,-1.02
3163,-1.07
3164,-1.0
3165,0.9
3166,-1.05
3167,-1.01
3168,-1.0
3169,-1.04
3170,-1.0
3171,-1.03
3172,-1.05
3173,-1.03
3174,-1.01
3175,-1.02
3176,0.9299999999999999
3177,-1.01
3178,-1.05
3179,-1.0
3180,-1.06
3181,-1.0
3182,0.9299999999999999
3183,-1.02
3184,-1.06
3185,-1.0
3186,-1.08
3187,-1.04
3188,0.9299999999999999
3189,-1.06
3190,0.92
3191,-1.01
3192,-1.02
3193,-1.02
3194,0.9299999999999999
3195,0.9299999999999999
3196,-1.0
3197,-1.01
3198,-1.0
3199,0.91
3200,-1.02
3201,-1.06
3202,0.9299999999999999
3203,0.9299999999999999
3204,0.9299999999999999
3205,0.9
3206,-1.01
3207,-1.03
3208,-1.05
3209,-1.02
3210,-1.05
3211,-1.1
3212,-1.0
3213,0.9299999999999999
3214,0.9299999999999999
3215,-1.0
3216,-1.0
3217,-1.01
3218,-1.04
3219,-1.01
3220,-1.04
3221,-1.01
3222,0.9299999999999999
3223,-1.01
3224,-1.05
3225,-1.0
3226,-1.0
3227,-1.04
3228,-1.06
3229,0.9299999999999999
3230,-1.03
3231,-1.0
3232,-1.0
3233,0.9299999999999999
3234,0.91
3235,-1.01
3236,-1.04
3237,-1.07
3238,-1.04
3239,-1.04
3240,0.91
3241,0.9
3242,-1.08
3243,0.9299999999999999
3244,0.9299999999999999
3245,-1.01
3246,-1.06
3247,-1.1
3248,-1.01
3249,-1.01
3250,-1.01
3251,-1.02
3252,-1.03
3253,0.9299999999999999
3254,-1.01
3255,0.91
3256,-1.01
3257,-1.1
3258,-1.0
3259,0.92
3260,-1.04
3261,0.91
3262,-1.01
3263,-1.05
3264,-1.01
3265,-1.02
3266,-1.01
3267,-1.0
3268,-1.01
3269,0.9299999999999999
3270,0.91
3271,0.9299999999999999
3272,-1.03
3273,-1.05
3274,0.91
3275,-1.01
3276,0.9299999999999999
3277,-1.0
3278,-1.04
3279,-1.05
3280,-1.03
3281,-1.03
3282,-1.0
3283,-1.05
3284,0.92
3285,0.9299999999999999
3286,-1.01
3287,-1.02
3288,-1.05
3289,-1.02
3290,0.9299999999999999
3291,0.9299999999999999
3292,-1.01
3293,0.9299999999999999
3294,-1.05
3295,-1.01
3296,-1.0
3297,0.92
3298,-1.02
3299,-1.04
3300,-1.0
3301,0.91
3302,0.92
3303,-1.03
3304,-1.02
3305,0.9299999999999999
3306,0.9
3307,0.9299999999999999
3308,0.92
3309,-1.01
3310,-1.04
3311,0.92
3312,0.9299999999999999
3313,-1.05
3314,0.91
3315,-1.04
3316,-1.06
3317,0.9299999999999999
3318,0.9299999999999999
3319,0.9299999999999999
3320,-1.03
3321,-1.04
3322,-1.0
3323,-1.02
3324,-1.0
3325,-1.04
3326,0.9299999999999999
3327,-1.02
3328,0.9299999999999999
3329,-1.03
3330,-1.04
3331,-1.05
3332,0.9299999999999999
3333,-1.05
